shipname|shipaddress|shipcity|shipregion|shippostalcode|shipcountry|customerid|customername|address|city|region|postalcode|country|salesperson|orderid|orderdate|requireddate|shippeddate|shippername|productid|productname|unitprice|quantity|discount|extendedprice|freight
Ernst Handel|Kirchgasse 6|Graz||"8010"|Austria|ERNSH|Ernst Handel|Kirchgasse 6|Graz||"8010"|Austria|0.0|10773|"1997-12-11 00:00:00"|"1998-01-08 00:00:00"|"1997-12-16 00:00:00"|Federal Shipping|75|Rhnbru Klosterbier|7.7500|7|0.0|54.0|96.4300
Ernst Handel|Kirchgasse 6|Graz||"8010"|Austria|ERNSH|Ernst Handel|Kirchgasse 6|Graz||"8010"|Austria|0.0|10776|"1997-12-15 00:00:00"|"1998-01-12 00:00:00"|"1997-12-18 00:00:00"|Federal Shipping|31|Gorgonzola Telino|12.5000|16|0.0|200.0|351.5300
Ernst Handel|Kirchgasse 6|Graz||"8010"|Austria|ERNSH|Ernst Handel|Kirchgasse 6|Graz||"8010"|Austria|0.0|10776|"1997-12-15 00:00:00"|"1998-01-12 00:00:00"|"1997-12-18 00:00:00"|Federal Shipping|42|Singaporean Hokkien Fried Mee|14.0000|12|0.0|168.0|351.5300
Ernst Handel|Kirchgasse 6|Graz||"8010"|Austria|ERNSH|Ernst Handel|Kirchgasse 6|Graz||"8010"|Austria|0.0|10776|"1997-12-15 00:00:00"|"1998-01-12 00:00:00"|"1997-12-18 00:00:00"|Federal Shipping|45|Rogede sild|9.5000|27|0.0|256.0|351.5300
Ernst Handel|Kirchgasse 6|Graz||"8010"|Austria|ERNSH|Ernst Handel|Kirchgasse 6|Graz||"8010"|Austria|0.0|10776|"1997-12-15 00:00:00"|"1998-01-12 00:00:00"|"1997-12-18 00:00:00"|Federal Shipping|51|Manjimup Dried Apples|53.0000|120|0.0|6360.0|351.5300
GROSELLA-Restaurante|"5 Ave. Los Palos Grandes"|Caracas|DF|"1081"|Venezuela|GROSR|GROSELLA-Restaurante|"5 Ave. Los Palos Grandes"|Caracas|DF|"1081"|Venezuela|0.0|10785|"1997-12-18 00:00:00"|"1998-01-15 00:00:00"|"1997-12-24 00:00:00"|Federal Shipping|10|Ikura|31.0000|10|0.0|310.0|1.5100
GROSELLA-Restaurante|"5 Ave. Los Palos Grandes"|Caracas|DF|"1081"|Venezuela|GROSR|GROSELLA-Restaurante|"5 Ave. Los Palos Grandes"|Caracas|DF|"1081"|Venezuela|0.0|10785|"1997-12-18 00:00:00"|"1998-01-15 00:00:00"|"1997-12-24 00:00:00"|Federal Shipping|75|Rhnbru Klosterbier|7.7500|10|0.0|77.0|1.5100
Wolski Zajazd|ul. Filtrowa 68|Warszawa||"01-012"|Poland|WOLZA|Wolski  Zajazd|ul. Filtrowa 68|Warszawa||"01-012"|Poland|0.0|10792|"1997-12-23 00:00:00"|"1998-01-20 00:00:00"|"1997-12-31 00:00:00"|Federal Shipping|2|Chang|19.0000|10|0.0|190.0|23.7900
Wolski Zajazd|ul. Filtrowa 68|Warszawa||"01-012"|Poland|WOLZA|Wolski  Zajazd|ul. Filtrowa 68|Warszawa||"01-012"|Poland|0.0|10792|"1997-12-23 00:00:00"|"1998-01-20 00:00:00"|"1997-12-31 00:00:00"|Federal Shipping|54|Tourtire|7.4500|3|0.0|22.0|23.7900
Wolski Zajazd|ul. Filtrowa 68|Warszawa||"01-012"|Poland|WOLZA|Wolski  Zajazd|ul. Filtrowa 68|Warszawa||"01-012"|Poland|0.0|10792|"1997-12-23 00:00:00"|"1998-01-20 00:00:00"|"1997-12-31 00:00:00"|Federal Shipping|68|Scottish Longbreads|12.5000|15|0.0|187.0|23.7900
Seven Seas Imports|"90 Wadhurst Rd."|London||OX15 4NB|UK|SEVES|Seven Seas Imports|"90 Wadhurst Rd."|London||OX15 4NB|UK|0.0|10800|"1997-12-26 00:00:00"|"1998-01-23 00:00:00"|"1998-01-05 00:00:00"|Federal Shipping|11|Queso Cabrales|21.0000|50|0.0|1050.0|137.4400
Seven Seas Imports|"90 Wadhurst Rd."|London||OX15 4NB|UK|SEVES|Seven Seas Imports|"90 Wadhurst Rd."|London||OX15 4NB|UK|0.0|10800|"1997-12-26 00:00:00"|"1998-01-23 00:00:00"|"1998-01-05 00:00:00"|Federal Shipping|51|Manjimup Dried Apples|53.0000|10|0.0|530.0|137.4400
Seven Seas Imports|"90 Wadhurst Rd."|London||OX15 4NB|UK|SEVES|Seven Seas Imports|"90 Wadhurst Rd."|London||OX15 4NB|UK|0.0|10800|"1997-12-26 00:00:00"|"1998-01-23 00:00:00"|"1998-01-05 00:00:00"|Federal Shipping|54|Tourtire|7.4500|7|0.0|52.0|137.4400
Tradiao Hipermercados|Av. Ins de Castro, 414|Sao Paulo|SP|"05634-030"|Brazil|TRADH|Tradio Hipermercados|Av. Ins de Castro, 414|Sao Paulo|SP|"05634-030"|Brazil|0.0|10834|"1998-01-15 00:00:00"|"1998-02-12 00:00:00"|"1998-01-19 00:00:00"|Federal Shipping|29|Thringer Rostbratwurst|123.7900|8|0.0|990.0|29.7800
Tradiao Hipermercados|Av. Ins de Castro, 414|Sao Paulo|SP|"05634-030"|Brazil|TRADH|Tradio Hipermercados|Av. Ins de Castro, 414|Sao Paulo|SP|"05634-030"|Brazil|0.0|10834|"1998-01-15 00:00:00"|"1998-02-12 00:00:00"|"1998-01-19 00:00:00"|Federal Shipping|30|Nord-Ost Matjeshering|25.8900|20|0.0|517.0|29.7800
Alfred-s Futterkiste|Obere Str. 57|Berlin||"12209"|Germany|ALFKI|Alfreds Futterkiste|Obere Str. 57|Berlin||"12209"|Germany|0.0|10835|"1998-01-15 00:00:00"|"1998-02-12 00:00:00"|"1998-01-21 00:00:00"|Federal Shipping|59|Raclette Courdavault|55.0000|15|0.0|825.0|69.5300
Alfred-s Futterkiste|Obere Str. 57|Berlin||"12209"|Germany|ALFKI|Alfreds Futterkiste|Obere Str. 57|Berlin||"12209"|Germany|0.0|10835|"1998-01-15 00:00:00"|"1998-02-12 00:00:00"|"1998-01-21 00:00:00"|Federal Shipping|77|Original Frankfurter grne Soe|13.0000|2|0.0|26.0|69.5300
Tortuga Restaurante|Avda. Azteca 123|Mxico D.F.||"5033"|Mexico|TORTU|Tortuga Restaurante|Avda. Azteca 123|Mxico D.F.||"05033"|Mexico|0.0|10842|"1998-01-20 00:00:00"|"1998-02-17 00:00:00"|"1998-01-29 00:00:00"|Federal Shipping|11|Queso Cabrales|21.0000|15|0.0|315.0|54.4200
Tortuga Restaurante|Avda. Azteca 123|Mxico D.F.||"5033"|Mexico|TORTU|Tortuga Restaurante|Avda. Azteca 123|Mxico D.F.||"05033"|Mexico|0.0|10842|"1998-01-20 00:00:00"|"1998-02-17 00:00:00"|"1998-01-29 00:00:00"|Federal Shipping|43|Ipoh Coffee|46.0000|5|0.0|230.0|54.4200
Tortuga Restaurante|Avda. Azteca 123|Mxico D.F.||"5033"|Mexico|TORTU|Tortuga Restaurante|Avda. Azteca 123|Mxico D.F.||"05033"|Mexico|0.0|10842|"1998-01-20 00:00:00"|"1998-02-17 00:00:00"|"1998-01-29 00:00:00"|Federal Shipping|68|Scottish Longbreads|12.5000|20|0.0|250.0|54.4200
Tortuga Restaurante|Avda. Azteca 123|Mxico D.F.||"5033"|Mexico|TORTU|Tortuga Restaurante|Avda. Azteca 123|Mxico D.F.||"05033"|Mexico|0.0|10842|"1998-01-20 00:00:00"|"1998-02-17 00:00:00"|"1998-01-29 00:00:00"|Federal Shipping|70|Outback Lager|15.0000|12|0.0|180.0|54.4200
Wilman Kala|Keskuskatu 45|Helsinki||"21240"|Finland|WILMK|Wilman Kala|Keskuskatu 45|Helsinki||"21240"|Finland|0.0|10910|"1998-02-26 00:00:00"|"1998-03-26 00:00:00"|"1998-03-04 00:00:00"|Federal Shipping|19|Teatime Chocolate Biscuits|9.2000|12|0.0|110.0|38.1100
Wilman Kala|Keskuskatu 45|Helsinki||"21240"|Finland|WILMK|Wilman Kala|Keskuskatu 45|Helsinki||"21240"|Finland|0.0|10910|"1998-02-26 00:00:00"|"1998-03-26 00:00:00"|"1998-03-04 00:00:00"|Federal Shipping|49|Maxilaku|20.0000|10|0.0|200.0|38.1100
Wilman Kala|Keskuskatu 45|Helsinki||"21240"|Finland|WILMK|Wilman Kala|Keskuskatu 45|Helsinki||"21240"|Finland|0.0|10910|"1998-02-26 00:00:00"|"1998-03-26 00:00:00"|"1998-03-04 00:00:00"|Federal Shipping|61|Sirop d'rable|28.5000|5|0.0|142.0|38.1100
Ernst Handel|Kirchgasse 6|Graz||"8010"|Austria|ERNSH|Ernst Handel|Kirchgasse 6|Graz||"8010"|Austria|0.0|10968|"1998-03-23 00:00:00"|"1998-04-20 00:00:00"|"1998-04-01 00:00:00"|Federal Shipping|12|Queso Manchego La Pastora|38.0000|30|0.0|1140.0|74.6000
Ernst Handel|Kirchgasse 6|Graz||"8010"|Austria|ERNSH|Ernst Handel|Kirchgasse 6|Graz||"8010"|Austria|0.0|10968|"1998-03-23 00:00:00"|"1998-04-20 00:00:00"|"1998-04-01 00:00:00"|Federal Shipping|24|Guaran Fantstica|4.5000|30|0.0|135.0|74.6000
Ernst Handel|Kirchgasse 6|Graz||"8010"|Austria|ERNSH|Ernst Handel|Kirchgasse 6|Graz||"8010"|Austria|0.0|10968|"1998-03-23 00:00:00"|"1998-04-20 00:00:00"|"1998-04-01 00:00:00"|Federal Shipping|64|Wimmers gute Semmelkndel|33.2500|4|0.0|133.0|74.6000
Bottom-Dollar Markets|"23 Tsawassen Blvd."|Tsawassen|BC|T2F 8M4|Canada|BOTTM|Bottom-Dollar Markets|"23 Tsawassen Blvd."|Tsawassen|BC|T2F 8M4|Canada|0.0|10975|"1998-03-25 00:00:00"|"1998-04-22 00:00:00"|"1998-03-27 00:00:00"|Federal Shipping|8|Northwoods Cranberry Sauce|40.0000|16|0.0|640.0|32.2700
Bottom-Dollar Markets|"23 Tsawassen Blvd."|Tsawassen|BC|T2F 8M4|Canada|BOTTM|Bottom-Dollar Markets|"23 Tsawassen Blvd."|Tsawassen|BC|T2F 8M4|Canada|0.0|10975|"1998-03-25 00:00:00"|"1998-04-22 00:00:00"|"1998-03-27 00:00:00"|Federal Shipping|75|Rhnbru Klosterbier|7.7500|10|0.0|77.0|32.2700
Save-a-lot Markets|"187 Suffolk Ln."|Boise|ID|"83720"|USA|SAVEA|Save-a-lot Markets|"187 Suffolk Ln."|Boise|ID|"83720"|USA|0.0|10984|"1998-03-30 00:00:00"|"1998-04-27 00:00:00"|"1998-04-03 00:00:00"|Federal Shipping|16|Pavlova|17.4500|55|0.0|959.0|211.2200
Save-a-lot Markets|"187 Suffolk Ln."|Boise|ID|"83720"|USA|SAVEA|Save-a-lot Markets|"187 Suffolk Ln."|Boise|ID|"83720"|USA|0.0|10984|"1998-03-30 00:00:00"|"1998-04-27 00:00:00"|"1998-04-03 00:00:00"|Federal Shipping|24|Guaran Fantstica|4.5000|20|0.0|90.0|211.2200
Save-a-lot Markets|"187 Suffolk Ln."|Boise|ID|"83720"|USA|SAVEA|Save-a-lot Markets|"187 Suffolk Ln."|Boise|ID|"83720"|USA|0.0|10984|"1998-03-30 00:00:00"|"1998-04-27 00:00:00"|"1998-04-03 00:00:00"|Federal Shipping|36|Inlagd Sill|19.0000|40|0.0|760.0|211.2200
The Big Cheese|"89 Jefferson Way Suite 2"|Portland|OR|"97201"|USA|THEBI|The Big Cheese|"89 Jefferson Way Suite 2"|Portland|OR|"97201"|USA|0.0|10992|"1998-04-01 00:00:00"|"1998-04-29 00:00:00"|"1998-04-03 00:00:00"|Federal Shipping|72|Mozzarella di Giovanni|34.8000|2|0.0|69.0|4.2700
Pericles Comidas clsicas|Calle Dr. Jorge Cash 321|Mxico D.F.||"5033"|Mexico|PERIC|Pericles Comidas clsicas|Calle Dr. Jorge Cash 321|Mxico D.F.||"05033"|Mexico|0.0|10995|"1998-04-02 00:00:00"|"1998-04-30 00:00:00"|"1998-04-06 00:00:00"|Federal Shipping|51|Manjimup Dried Apples|53.0000|20|0.0|1060.0|46.0000
Pericles Comidas clsicas|Calle Dr. Jorge Cash 321|Mxico D.F.||"5033"|Mexico|PERIC|Pericles Comidas clsicas|Calle Dr. Jorge Cash 321|Mxico D.F.||"05033"|Mexico|0.0|10995|"1998-04-02 00:00:00"|"1998-04-30 00:00:00"|"1998-04-06 00:00:00"|Federal Shipping|60|Camembert Pierrot|34.0000|4|0.0|136.0|46.0000
Frankenversand|Berliner Platz 43|Mnchen||"80805"|Germany|FRANK|Frankenversand|Berliner Platz 43|Mnchen||"80805"|Germany|0.0|11012|"1998-04-09 00:00:00"|"1998-04-23 00:00:00"|"1998-04-17 00:00:00"|Federal Shipping|19|Teatime Chocolate Biscuits|9.2000|50|0.0|460.0|242.9500
Frankenversand|Berliner Platz 43|Mnchen||"80805"|Germany|FRANK|Frankenversand|Berliner Platz 43|Mnchen||"80805"|Germany|0.0|11012|"1998-04-09 00:00:00"|"1998-04-23 00:00:00"|"1998-04-17 00:00:00"|Federal Shipping|60|Camembert Pierrot|34.0000|36|0.0|1224.0|242.9500
Frankenversand|Berliner Platz 43|Mnchen||"80805"|Germany|FRANK|Frankenversand|Berliner Platz 43|Mnchen||"80805"|Germany|0.0|11012|"1998-04-09 00:00:00"|"1998-04-23 00:00:00"|"1998-04-17 00:00:00"|Federal Shipping|71|Flotemysost|21.5000|60|0.0|1290.0|242.9500
QUICK-Stop|Taucherstrae 10|Cunewalde||"1307"|Germany|QUICK|QUICK-Stop|Taucherstrae 10|Cunewalde||"01307"|Germany|0.0|10285|"1996-08-20 00:00:00"|"1996-09-17 00:00:00"|"1996-08-26 00:00:00"|United Package|1|Chai|14.4000|45|0.0|648.0|76.8300
QUICK-Stop|Taucherstrae 10|Cunewalde||"1307"|Germany|QUICK|QUICK-Stop|Taucherstrae 10|Cunewalde||"01307"|Germany|0.0|10285|"1996-08-20 00:00:00"|"1996-09-17 00:00:00"|"1996-08-26 00:00:00"|United Package|40|Boston Crab Meat|14.7000|40|0.0|588.0|76.8300
QUICK-Stop|Taucherstrae 10|Cunewalde||"1307"|Germany|QUICK|QUICK-Stop|Taucherstrae 10|Cunewalde||"01307"|Germany|0.0|10285|"1996-08-20 00:00:00"|"1996-09-17 00:00:00"|"1996-08-26 00:00:00"|United Package|53|Perth Pasties|26.2000|36|0.0|943.0|76.8300
Tradiao Hipermercados|Av. Ins de Castro, 414|Sao Paulo|SP|"05634-030"|Brazil|TRADH|Tradio Hipermercados|Av. Ins de Castro, 414|Sao Paulo|SP|"05634-030"|Brazil|0.0|10292|"1996-08-28 00:00:00"|"1996-09-25 00:00:00"|"1996-09-02 00:00:00"|United Package|20|Sir Rodney's Marmalade|64.8000|20|0.0|1296.0|1.3500
Tortuga Restaurante|Avda. Azteca 123|Mxico D.F.||"5033"|Mexico|TORTU|Tortuga Restaurante|Avda. Azteca 123|Mxico D.F.||"05033"|Mexico|0.0|10304|"1996-09-12 00:00:00"|"1996-10-10 00:00:00"|"1996-09-17 00:00:00"|United Package|49|Maxilaku|16.0000|30|0.0|480.0|63.7900
Tortuga Restaurante|Avda. Azteca 123|Mxico D.F.||"5033"|Mexico|TORTU|Tortuga Restaurante|Avda. Azteca 123|Mxico D.F.||"05033"|Mexico|0.0|10304|"1996-09-12 00:00:00"|"1996-10-10 00:00:00"|"1996-09-17 00:00:00"|United Package|59|Raclette Courdavault|44.0000|10|0.0|440.0|63.7900
Tortuga Restaurante|Avda. Azteca 123|Mxico D.F.||"5033"|Mexico|TORTU|Tortuga Restaurante|Avda. Azteca 123|Mxico D.F.||"05033"|Mexico|0.0|10304|"1996-09-12 00:00:00"|"1996-10-10 00:00:00"|"1996-09-17 00:00:00"|United Package|71|Flotemysost|17.2000|2|0.0|34.0|63.7900
Rattlesnake Canyon Grocery|"2817 Milton Dr."|Albuquerque|NM|"87110"|USA|RATTC|Rattlesnake Canyon Grocery|"2817 Milton Dr."|Albuquerque|NM|"87110"|USA|0.0|10314|"1996-09-25 00:00:00"|"1996-10-23 00:00:00"|"1996-10-04 00:00:00"|United Package|32|Mascarpone Fabioli|25.6000|40|0.0|1024.0|74.1600
Rattlesnake Canyon Grocery|"2817 Milton Dr."|Albuquerque|NM|"87110"|USA|RATTC|Rattlesnake Canyon Grocery|"2817 Milton Dr."|Albuquerque|NM|"87110"|USA|0.0|10314|"1996-09-25 00:00:00"|"1996-10-23 00:00:00"|"1996-10-04 00:00:00"|United Package|58|Escargots de Bourgogne|10.6000|30|0.0|318.0|74.1600
Rattlesnake Canyon Grocery|"2817 Milton Dr."|Albuquerque|NM|"87110"|USA|RATTC|Rattlesnake Canyon Grocery|"2817 Milton Dr."|Albuquerque|NM|"87110"|USA|0.0|10314|"1996-09-25 00:00:00"|"1996-10-23 00:00:00"|"1996-10-04 00:00:00"|United Package|62|Tarte au sucre|39.4000|25|0.0|985.0|74.1600
QUICK-Stop|Taucherstrae 10|Cunewalde||"1307"|Germany|QUICK|QUICK-Stop|Taucherstrae 10|Cunewalde||"01307"|Germany|0.0|10361|"1996-11-22 00:00:00"|"1996-12-20 00:00:00"|"1996-12-03 00:00:00"|United Package|39|Chartreuse verte|14.4000|54|0.0|777.0|183.1700
QUICK-Stop|Taucherstrae 10|Cunewalde||"1307"|Germany|QUICK|QUICK-Stop|Taucherstrae 10|Cunewalde||"01307"|Germany|0.0|10361|"1996-11-22 00:00:00"|"1996-12-20 00:00:00"|"1996-12-03 00:00:00"|United Package|60|Camembert Pierrot|27.2000|55|0.0|1496.0|183.1700
Mre Paillarde|"43 rue St. Laurent"|Montral|Qubec|H1J 1C3|Canada|MEREP|Mre Paillarde|"43 rue St. Laurent"|Montral|Qubec|H1J 1C3|Canada|0.0|10376|"1996-12-09 00:00:00"|"1997-01-06 00:00:00"|"1996-12-13 00:00:00"|United Package|31|Gorgonzola Telino|10.0000|42|0.0|420.0|20.3900
Split Rail Beer & Ale|P.O. Box 555|Lander|WY|"82520"|USA|SPLIR|Split Rail Beer & Ale|P.O. Box 555|Lander|WY|"82520"|USA|0.0|10385|"1996-12-17 00:00:00"|"1997-01-14 00:00:00"|"1996-12-23 00:00:00"|United Package|7|Uncle Bob's Organic Dried Pears|24.0000|10|0.0|240.0|30.9600
Split Rail Beer & Ale|P.O. Box 555|Lander|WY|"82520"|USA|SPLIR|Split Rail Beer & Ale|P.O. Box 555|Lander|WY|"82520"|USA|0.0|10385|"1996-12-17 00:00:00"|"1997-01-14 00:00:00"|"1996-12-23 00:00:00"|United Package|60|Camembert Pierrot|27.2000|20|0.0|544.0|30.9600
Split Rail Beer & Ale|P.O. Box 555|Lander|WY|"82520"|USA|SPLIR|Split Rail Beer & Ale|P.O. Box 555|Lander|WY|"82520"|USA|0.0|10385|"1996-12-17 00:00:00"|"1997-01-14 00:00:00"|"1996-12-23 00:00:00"|United Package|68|Scottish Longbreads|10.0000|8|0.0|80.0|30.9600
Sant Gourmet|Erling Skakkes gate 78|Stavern||"4110"|Norway|SANTG|Sant Gourmet|Erling Skakkes gate 78|Stavern||"4110"|Norway|0.0|10387|"1996-12-18 00:00:00"|"1997-01-15 00:00:00"|"1996-12-20 00:00:00"|United Package|24|Guaran Fantstica|3.6000|15|0.0|54.0|93.6300
Sant Gourmet|Erling Skakkes gate 78|Stavern||"4110"|Norway|SANTG|Sant Gourmet|Erling Skakkes gate 78|Stavern||"4110"|Norway|0.0|10387|"1996-12-18 00:00:00"|"1997-01-15 00:00:00"|"1996-12-20 00:00:00"|United Package|28|Rssle Sauerkraut|36.4000|6|0.0|218.0|93.6300
Sant Gourmet|Erling Skakkes gate 78|Stavern||"4110"|Norway|SANTG|Sant Gourmet|Erling Skakkes gate 78|Stavern||"4110"|Norway|0.0|10387|"1996-12-18 00:00:00"|"1997-01-15 00:00:00"|"1996-12-20 00:00:00"|United Package|59|Raclette Courdavault|44.0000|12|0.0|528.0|93.6300
Sant Gourmet|Erling Skakkes gate 78|Stavern||"4110"|Norway|SANTG|Sant Gourmet|Erling Skakkes gate 78|Stavern||"4110"|Norway|0.0|10387|"1996-12-18 00:00:00"|"1997-01-15 00:00:00"|"1996-12-20 00:00:00"|United Package|71|Flotemysost|17.2000|15|0.0|258.0|93.6300
Around the Horn|Brook Farm Stratford St. Mary|Colchester|Essex|CO7 6JX|UK|AROUT|Around the Horn|"120 Hanover Sq."|London||WA1 1DP|UK|0.0|10453|"1997-02-21 00:00:00"|"1997-03-21 00:00:00"|"1997-02-26 00:00:00"|United Package|48|Chocolade|10.2000|15|0.0|153.0|25.3600
Around the Horn|Brook Farm Stratford St. Mary|Colchester|Essex|CO7 6JX|UK|AROUT|Around the Horn|"120 Hanover Sq."|London||WA1 1DP|UK|0.0|10453|"1997-02-21 00:00:00"|"1997-03-21 00:00:00"|"1997-02-26 00:00:00"|United Package|70|Outback Lager|12.0000|25|0.0|300.0|25.3600
HILARION-Abastos|Carrera 22 con Ave. Carlos Soublette #8-35|San Cristbal|Tchira|"5022"|Venezuela|HILAA|HILARION-Abastos|Carrera 22 con Ave. Carlos Soublette #8-35|San Cristbal|Tchira|"5022"|Venezuela|0.0|10486|"1997-03-26 00:00:00"|"1997-04-23 00:00:00"|"1997-04-02 00:00:00"|United Package|11|Queso Cabrales|16.8000|5|0.0|84.0|30.5300
HILARION-Abastos|Carrera 22 con Ave. Carlos Soublette #8-35|San Cristbal|Tchira|"5022"|Venezuela|HILAA|HILARION-Abastos|Carrera 22 con Ave. Carlos Soublette #8-35|San Cristbal|Tchira|"5022"|Venezuela|0.0|10486|"1997-03-26 00:00:00"|"1997-04-23 00:00:00"|"1997-04-02 00:00:00"|United Package|51|Manjimup Dried Apples|42.4000|25|0.0|1060.0|30.5300
HILARION-Abastos|Carrera 22 con Ave. Carlos Soublette #8-35|San Cristbal|Tchira|"5022"|Venezuela|HILAA|HILARION-Abastos|Carrera 22 con Ave. Carlos Soublette #8-35|San Cristbal|Tchira|"5022"|Venezuela|0.0|10486|"1997-03-26 00:00:00"|"1997-04-23 00:00:00"|"1997-04-02 00:00:00"|United Package|74|Longlife Tofu|8.0000|16|0.0|128.0|30.5300
Ottilies Kseladen|Mehrheimerstr. 369|Kln||"50739"|Germany|OTTIK|Ottilies Kseladen|Mehrheimerstr. 369|Kln||"50739"|Germany|0.0|10508|"1997-04-16 00:00:00"|"1997-05-14 00:00:00"|"1997-05-13 00:00:00"|United Package|13|Konbu|6.0000|10|0.0|60.0|4.9900
Ottilies Kseladen|Mehrheimerstr. 369|Kln||"50739"|Germany|OTTIK|Ottilies Kseladen|Mehrheimerstr. 369|Kln||"50739"|Germany|0.0|10508|"1997-04-16 00:00:00"|"1997-05-14 00:00:00"|"1997-05-13 00:00:00"|United Package|39|Chartreuse verte|18.0000|10|0.0|180.0|4.9900
Berglunds snabbkp|Berguvsvgen 8|Lule||S-958 22|Sweden|BERGS|Berglunds snabbkp|Berguvsvgen  8|Lule||S-958 22|Sweden|0.0|10524|"1997-05-01 00:00:00"|"1997-05-29 00:00:00"|"1997-05-07 00:00:00"|United Package|10|Ikura|31.0000|2|0.0|62.0|244.7900
Berglunds snabbkp|Berguvsvgen 8|Lule||S-958 22|Sweden|BERGS|Berglunds snabbkp|Berguvsvgen  8|Lule||S-958 22|Sweden|0.0|10524|"1997-05-01 00:00:00"|"1997-05-29 00:00:00"|"1997-05-07 00:00:00"|United Package|30|Nord-Ost Matjeshering|25.8900|10|0.0|258.0|244.7900
Berglunds snabbkp|Berguvsvgen 8|Lule||S-958 22|Sweden|BERGS|Berglunds snabbkp|Berguvsvgen  8|Lule||S-958 22|Sweden|0.0|10524|"1997-05-01 00:00:00"|"1997-05-29 00:00:00"|"1997-05-07 00:00:00"|United Package|43|Ipoh Coffee|46.0000|60|0.0|2760.0|244.7900
Berglunds snabbkp|Berguvsvgen 8|Lule||S-958 22|Sweden|BERGS|Berglunds snabbkp|Berguvsvgen  8|Lule||S-958 22|Sweden|0.0|10524|"1997-05-01 00:00:00"|"1997-05-29 00:00:00"|"1997-05-07 00:00:00"|United Package|54|Tourtire|7.4500|15|0.0|111.0|244.7900
Bon app-|"12, rue des Bouchers"|Marseille||"13008"|France|BONAP|Bon app'|"12, rue des Bouchers"|Marseille||"13008"|France|0.0|10525|"1997-05-02 00:00:00"|"1997-05-30 00:00:00"|"1997-05-23 00:00:00"|United Package|36|Inlagd Sill|19.0000|30|0.0|570.0|11.0600
Bon app-|"12, rue des Bouchers"|Marseille||"13008"|France|BONAP|Bon app'|"12, rue des Bouchers"|Marseille||"13008"|France|0.0|10525|"1997-05-02 00:00:00"|"1997-05-30 00:00:00"|"1997-05-23 00:00:00"|United Package|40|Boston Crab Meat|18.4000|15|0.0|276.0|11.0600
Around the Horn|Brook Farm Stratford St. Mary|Colchester|Essex|CO7 6JX|UK|AROUT|Around the Horn|"120 Hanover Sq."|London||WA1 1DP|UK|0.0|10558|"1997-06-04 00:00:00"|"1997-07-02 00:00:00"|"1997-06-10 00:00:00"|United Package|47|Zaanse koeken|9.5000|25|0.0|237.0|72.9700
Around the Horn|Brook Farm Stratford St. Mary|Colchester|Essex|CO7 6JX|UK|AROUT|Around the Horn|"120 Hanover Sq."|London||WA1 1DP|UK|0.0|10558|"1997-06-04 00:00:00"|"1997-07-02 00:00:00"|"1997-06-10 00:00:00"|United Package|51|Manjimup Dried Apples|53.0000|20|0.0|1060.0|72.9700
Around the Horn|Brook Farm Stratford St. Mary|Colchester|Essex|CO7 6JX|UK|AROUT|Around the Horn|"120 Hanover Sq."|London||WA1 1DP|UK|0.0|10558|"1997-06-04 00:00:00"|"1997-07-02 00:00:00"|"1997-06-10 00:00:00"|United Package|52|Filo Mix|7.0000|30|0.0|210.0|72.9700
Around the Horn|Brook Farm Stratford St. Mary|Colchester|Essex|CO7 6JX|UK|AROUT|Around the Horn|"120 Hanover Sq."|London||WA1 1DP|UK|0.0|10558|"1997-06-04 00:00:00"|"1997-07-02 00:00:00"|"1997-06-10 00:00:00"|United Package|53|Perth Pasties|32.8000|18|0.0|590.0|72.9700
Around the Horn|Brook Farm Stratford St. Mary|Colchester|Essex|CO7 6JX|UK|AROUT|Around the Horn|"120 Hanover Sq."|London||WA1 1DP|UK|0.0|10558|"1997-06-04 00:00:00"|"1997-07-02 00:00:00"|"1997-06-10 00:00:00"|United Package|73|Rd Kaviar|15.0000|3|0.0|45.0|72.9700
Let-s Stop N Shop|"87 Polk St. Suite 5"|San Francisco|CA|"94117"|USA|LETSS|Let's Stop N Shop|"87 Polk St. Suite 5"|San Francisco|CA|"94117"|USA|0.0|10579|"1997-06-25 00:00:00"|"1997-07-23 00:00:00"|"1997-07-04 00:00:00"|United Package|15|Genen Shouyu|15.5000|10|0.0|155.0|13.7300
Let-s Stop N Shop|"87 Polk St. Suite 5"|San Francisco|CA|"94117"|USA|LETSS|Let's Stop N Shop|"87 Polk St. Suite 5"|San Francisco|CA|"94117"|USA|0.0|10579|"1997-06-25 00:00:00"|"1997-07-23 00:00:00"|"1997-07-04 00:00:00"|United Package|75|Rhnbru Klosterbier|7.7500|21|0.0|162.0|13.7300
Mre Paillarde|"43 rue St. Laurent"|Montral|Qubec|H1J 1C3|Canada|MEREP|Mre Paillarde|"43 rue St. Laurent"|Montral|Qubec|H1J 1C3|Canada|0.0|10605|"1997-07-21 00:00:00"|"1997-08-18 00:00:00"|"1997-07-29 00:00:00"|United Package|16|Pavlova|17.4500|30|0.0|523.0|379.1300
Mre Paillarde|"43 rue St. Laurent"|Montral|Qubec|H1J 1C3|Canada|MEREP|Mre Paillarde|"43 rue St. Laurent"|Montral|Qubec|H1J 1C3|Canada|0.0|10605|"1997-07-21 00:00:00"|"1997-08-18 00:00:00"|"1997-07-29 00:00:00"|United Package|59|Raclette Courdavault|55.0000|20|0.0|1100.0|379.1300
